title,price,bedrooms,has_maid_room,bathrooms,area sqm,property_type,available from,location,amenities
Last Building with Immediate Delivery OVER 10 YEAR,900000000,7,Yes,7,400043056,Whole Building,21 Jun 2026,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Covered Parking"
Last Prime First Row Golf 5BR Standalone – Over 8Y,92000000,5,Yes,6,7167707,Villa,21 Jun 2026,"City Gate, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Shared Pool, Study, Private Pool"
Last Prime First Row Golf 5BR Standalone – Over 8Y,92000000,5,Yes,6,7167707,Villa,21 Jun 2026,"City Gate, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Shared Pool, Study, Private Pool"
SEA VIEW Chalet with ZERO% Down Payment Over 8 yrs,9000000,3,Yes,4,1451561,Apartment,18 Jun 2026,"Makadi Heights, Makadi Orascom Resort, Makadi, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Private Garden, Maids Room, Private Pool, Shared Pool"
SEA VIEW Chalet with ZERO% Down Payment Over 8 yrs,9000000,3,Yes,4,1451561,Apartment,18 Jun 2026,"Makadi Heights, Makadi Orascom Resort, Makadi, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Private Garden, Maids Room, Private Pool, Shared Pool"
Early deliver Sea view 3BR Villa with 5% DP only !,20000000,3,Yes,4,2252422,Villa,21 Jun 2026,"Blanca Gardens, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Kitchen Appliances, Maids Room, Shared Pool, Central A/C, Built in Wardrobes, Private Garden, Private Pool"
Early deliver Sea view 3BR Villa with 5% DP only !,20000000,3,Yes,4,2252422,Villa,21 Jun 2026,"Blanca Gardens, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Kitchen Appliances, Maids Room, Shared Pool, Central A/C, Built in Wardrobes, Private Garden, Private Pool"
First Row Single-Floor Standalone Ready To Deliver,44000000,4,Yes,5,5085468,Villa,21 Jun 2026,"Ras Soma, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Maids Room, Kitchen Appliances, Covered Parking, Central A/C, Built in Wardrobes, Private Garden, Private Pool, Shared Pool"
First Row Single-Floor Standalone Ready To Deliver,44000000,4,Yes,5,5085468,Villa,21 Jun 2026,"Ras Soma, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Maids Room, Kitchen Appliances, Covered Parking, Central A/C, Built in Wardrobes, Private Garden, Private Pool, Shared Pool"
First Row Golf Villa 6BR Over 8 years installments,75000000,6,Yes,7,7167707,Villa,21 Jun 2026,"City Gate, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
First Row Golf Villa 6BR Over 8 years installments,75000000,6,Yes,7,7167707,Villa,21 Jun 2026,"City Gate, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Early deliver Sea view 3BR Villa with 5% DP only !,28000000,3,Yes,4,2252422,Villa,21 Jun 2026,"Marassi Red Sea, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Early deliver Sea view 3BR Villa with 5% DP only !,28000000,3,Yes,4,2252422,Villa,21 Jun 2026,"Marassi Red Sea, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
First Row Townhouse Early Deliver 3BR over 8 years,22000000,3,Yes,4,1501615,Twin House,21 Jun 2026,"Marassi Red Sea, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security"
First Row Townhouse Early Deliver 3BR over 8 years,22000000,3,Yes,4,1501615,Twin House,21 Jun 2026,"Marassi Red Sea, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security"
First Row Large Villa Early Deliver 3BR over 8 yrs,28200000,3,Yes,4,2202368,Villa,21 Jun 2026,"Makadi Heights, Makadi Orascom Resort, Makadi, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security"
First Row Large Villa Early Deliver 3BR over 8 yrs,28200000,3,Yes,4,2202368,Villa,21 Jun 2026,"Makadi Heights, Makadi Orascom Resort, Makadi, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security"
First Row Townhouse Early Deliver 3BR over 8 years,22000000,3,Yes,4,1501615,Twin House,21 Jun 2026,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Study, Shared Pool, View of Water, Security"
First Row Townhouse Early Deliver 3BR over 8 years,22000000,3,Yes,4,1501615,Twin House,21 Jun 2026,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Study, Shared Pool, View of Water, Security"
First Row Large Villa Early Deliver 3BR over 8 yrs,28200000,3,Yes,4,2202368,Villa,21 Jun 2026,"Marassi Red Sea, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security"
First Row Large Villa Early Deliver 3BR over 8 yrs,28200000,3,Yes,4,2202368,Villa,21 Jun 2026,"Marassi Red Sea, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security"
First Row Large Villa Early Deliver 3BR over 8 yrs,28200000,3,Yes,4,2202368,Villa,21 Jun 2026,"Ras Soma, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security"
First Row Large Villa Early Deliver 3BR over 8 yrs,28200000,3,Yes,4,2202368,Villa,21 Jun 2026,"Ras Soma, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security"
First Row Large Villa Early Deliver 3BR over 8 yrs,28200000,3,Yes,4,2202368,Villa,21 Jun 2026,"Swan Lake Gouna, El Gouna, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security"
First Row Large Villa Early Deliver 3BR over 8 yrs,28200000,3,Yes,4,2202368,Villa,21 Jun 2026,"Swan Lake Gouna, El Gouna, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security"
First Row Townhouse Early Deliver 3BR over 8 years,21900000,3,Yes,4,1501615,Townhouse,21 Jun 2026,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Shared Spa"
First Row Townhouse Early Deliver 3BR over 8 years,21900000,3,Yes,4,1501615,Townhouse,21 Jun 2026,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Shared Spa"
First Row Townhouse Early Deliver 3BR over 8 years,22000000,3,Yes,4,1501615,Twin House,21 Jun 2026,"Ras Soma, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security"
First Row Townhouse Early Deliver 3BR over 8 years,22000000,3,Yes,4,1501615,Twin House,21 Jun 2026,"Ras Soma, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security"
First Row Townhouse Early Deliver 3BR over 8 years,22000000,3,Yes,4,1501615,Twin House,21 Jun 2026,"Makadi Heights, Makadi Orascom Resort, Makadi, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study, Shared Spa, Shared Gym"
First Row Townhouse Early Deliver 3BR over 8 years,22000000,3,Yes,4,1501615,Twin House,21 Jun 2026,"Makadi Heights, Makadi Orascom Resort, Makadi, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study, Shared Spa, Shared Gym"
First Row Large Villa Early Deliver 3BR over 8 yrs,28200000,3,Yes,4,2202368,Villa,21 Jun 2026,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security"
First Row Large Villa Early Deliver 3BR over 8 yrs,28200000,3,Yes,4,2202368,Villa,21 Jun 2026,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security"
First Row Townhouse Early Deliver 3BR over 8 years,21900000,3,Yes,4,1501615,Townhouse,21 Jun 2026,"Ras Soma, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, View of Water, Security, Shared Spa"
First Row Townhouse Early Deliver 3BR over 8 years,21900000,3,Yes,4,1501615,Townhouse,21 Jun 2026,"Ras Soma, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, View of Water, Security, Shared Spa"
First Row Townhouse Early Deliver 3BR over 8 years,21900000,3,Yes,4,1501615,Townhouse,21 Jun 2026,"Marassi Red Sea, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security"
First Row Townhouse Early Deliver 3BR over 8 years,21900000,3,Yes,4,1501615,Townhouse,21 Jun 2026,"Marassi Red Sea, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security"
First Row Townhouse Early Deliver 3BR over 8 years,22000000,3,Yes,4,1501615,Twin House,21 Jun 2026,"Swan Lake Gouna, El Gouna, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security"
First Row Townhouse Early Deliver 3BR over 8 years,22000000,3,Yes,4,1501615,Twin House,21 Jun 2026,"Swan Lake Gouna, El Gouna, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security"
First Row Townhouse Early Deliver 3BR over 8 years,21900000,3,Yes,4,1501615,Townhouse,21 Jun 2026,"Swan Lake Gouna, El Gouna, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, View of Water, Security, Shared Spa"
First Row Townhouse Early Deliver 3BR over 8 years,21900000,3,Yes,4,1501615,Townhouse,21 Jun 2026,"Swan Lake Gouna, El Gouna, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, View of Water, Security, Shared Spa"
First Row Townhouse Early Deliver 3BR over 8 years,21900000,3,Yes,4,1501615,Townhouse,21 Jun 2026,"Makadi Heights, Makadi Orascom Resort, Makadi, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security"
First Row Townhouse Early Deliver 3BR over 8 years,21900000,3,Yes,4,1501615,Townhouse,21 Jun 2026,"Makadi Heights, Makadi Orascom Resort, Makadi, Hurghada, Red Sea","Partly furnished, Balcony, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security"
Luxury Ground Apartment With ACs Ready To Move,7665000,3,Yes,3,1601722,Apartment,21 Jun 2026,"The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Shared Pool, Study"
Luxury Ground Apartment With ACs Ready To Move,7665000,3,Yes,3,1601722,Apartment,21 Jun 2026,"The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Shared Pool, Study"
1st Sea Row Villa Deliver 2028 Over 9 Years Plan,54500000,4,Yes,4,3303552,Villa,21 Jun 2026,"Marsa Baghush, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Pool, Shared Pool, Study"
1st Sea Row Villa Deliver 2028 Over 9 Years Plan,54500000,4,Yes,4,3303552,Villa,21 Jun 2026,"Marsa Baghush, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Pool, Shared Pool, Study"
1st Row Prime Twin House Deliever2028 Over 9 Years,30089000,4,Yes,4,2803014,Villa,21 Jun 2026,"Marsa Baghush, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Study"
1st Row Prime Twin House Deliever2028 Over 9 Years,30089000,4,Yes,4,2803014,Villa,21 Jun 2026,"Marsa Baghush, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Study"
Tower Apartment At Zed With 0% DP Over 10 Years,16221000,3,Yes,3,1751884,Apartment,21 Jun 2026,"Park Side Residence, Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Tower Apartment At Zed With 0% DP Over 10 Years,16221000,3,Yes,3,1751884,Apartment,21 Jun 2026,"Park Side Residence, Zed Towers, Sheikh Zayed Compounds, Sheikh Zayed City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Limited offer Duplex1st row sea lagoon over 8years,15980000,3,Yes,3,1601722,Duplex,21 Jun 2026,"Mangroovy Residence, El Gouna, Hurghada, Red Sea","Partly furnished, Balcony, Central A/C, Built in Wardrobes, Maids Room, Covered Parking, Kitchen Appliances, Private Pool, Security, Private Garden"
Limited offer Duplex1st row sea lagoon over 8years,15980000,3,Yes,3,1601722,Duplex,21 Jun 2026,"Mangroovy Residence, El Gouna, Hurghada, Red Sea","Partly furnished, Balcony, Central A/C, Built in Wardrobes, Maids Room, Covered Parking, Kitchen Appliances, Private Pool, Security, Private Garden"
Corner Town House Deliver 2028 - First Lagoon Row,30888900,3,Yes,3,2803014,Villa,21 Jun 2026,"Marsa Baghush, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
Corner Town House Deliver 2028 - First Lagoon Row,30888900,3,Yes,3,2803014,Villa,21 Jun 2026,"Marsa Baghush, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
S.A Villa 3Beds First Row Sea and Golf Over 8Years,30000000,3,Yes,4,1651776,Villa,21 Jun 2026,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Central A/C, Built in Wardrobes, Kitchen Appliances, Covered Parking, Maids Room, Private Pool, Private Garden, View of Water"
S.A Villa 3Beds First Row Sea and Golf Over 8Years,30000000,3,Yes,4,1651776,Villa,21 Jun 2026,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Central A/C, Built in Wardrobes, Kitchen Appliances, Covered Parking, Maids Room, Private Pool, Private Garden, View of Water"
Sea View Chalet 2BED only 5% D.P Over 8Years only.,14500000,2,Yes,2,1201292,Chalet,21 Jun 2026,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Covered Parking, Balcony, Built in Wardrobes, Central A/C, Maids Room, Private Garden, Kitchen Appliances, Private Pool, Security"
Sea View Chalet 2BED only 5% D.P Over 8Years only.,14500000,2,Yes,2,1201292,Chalet,21 Jun 2026,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea","Partly furnished, Covered Parking, Balcony, Built in Wardrobes, Central A/C, Maids Room, Private Garden, Kitchen Appliances, Private Pool, Security"
Limited offe Chalet 1st row sea lagoon over 8years,12000000,2,Yes,2,1201292,Chalet,21 Jun 2026,"Mangroovy Residence, El Gouna, Hurghada, Red Sea","Partly furnished, Built in Wardrobes, Balcony, Covered Parking, Maids Room, Central A/C, Kitchen Appliances, Private Garden, Shared Pool, Study"
Limited offe Chalet 1st row sea lagoon over 8years,12000000,2,Yes,2,1201292,Chalet,21 Jun 2026,"Mangroovy Residence, El Gouna, Hurghada, Red Sea","Partly furnished, Built in Wardrobes, Balcony, Covered Parking, Maids Room, Central A/C, Kitchen Appliances, Private Garden, Shared Pool, Study"
"3BR Ground Apartment With ACs Ready To Move, Dorra",6220000,3,Yes,3,1401507,Apartment,21 Jun 2026,"The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
"3BR Ground Apartment With ACs Ready To Move, Dorra",6220000,3,Yes,3,1401507,Apartment,21 Jun 2026,"The Address East, 90 Street, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool"
